Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
milkweed,Antelope Horns Milkweed (Asclepias asperula subsp. capricornu),https://garden.org/plants/view/172367/Antelope-Horns-Milkweed-Asclepias-asperula-subsp-capricornu/,Not suitable for containers,"Spring, Late spring or early summer, Summer, Late summer or early fall",Showy,,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,Full Sun to Partial Shade,Will Naturalize,"Bees, Butterflies, Other Beneficial Insects: Host plant for the Monarch Butterfly.","Green, Other: Shades of green with burgundy centers.",,12 - 18 inches,,,,12 - 36 inches,Showy,,,"Provide light, Stratify seeds: 3 months at 40 degrees, Suitable for wintersowing, Sow in situ","Leaves are poisonous, Roots are poisonous, Fruit is poisonous","Under 1"""
milkweed,Butterfly Weed (Asclepias tuberosa subsp. tuberosa),https://garden.org/plants/view/220351/Butterfly-Weed-Asclepias-tuberosa-subsp-tuberosa/,Not suitable for containers,"Late spring or early summer, Summer",Showy,,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,Full Sun,Will Naturalize,"Bees, Butterflies",Orange,,12-36 inches,,,,12-36 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Cuttings: Root,"Provide light, Stratify seeds: 3 months at 40 degrees, Suitable for wintersowing, Can handle transplanting","Leaves are poisonous, Roots are poisonous","Under 1"""
milkweed,Butterfly Weed (Asclepias tuberosa 'Gay Butterflies'),https://garden.org/plants/view/111782/Butterfly-Weed-Asclepias-tuberosa-Gay-Butterflies/,Not suitable for containers,"Late spring or early summer, Summer",Showy,Unusual foliage color,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,"Full Sun, Full Sun to Partial Shade",,"Bees, Butterflies",Orange,,18 - 24 inches,,,,24 - 48 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Root,Will not come true from seed,"Leaves are poisonous, Roots are poisonous","Under 1"""
milkweed,Swamp Milkweed (Asclepias incarnata),https://garden.org/plants/view/75372/Swamp-Milkweed-Asclepias-incarnata/,Not suitable for containers,"Late spring or early summer, Summer, Late summer or early fall","Showy, Fragrant",Other: Plants have a cluster of fleshy roots radiating outwards and are best left undisturbed once established. Foliage is slow to emerge in spring. It typically grows 3-4' tall (less frequently to 5') on branching stems. Stems exude a toxic milky sap when cut.,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant, Flood Resistant, Humidity tolerant","Strongly acid (5.1 – 5.5), Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",Bog gardening,"Full Sun, Full Sun to Partial Shade","Water gardens, Will Naturalize","Bees, Butterflies","Mauve, Pink, White, Bi-Color, Other: reflexed pink petals under/surrounding whitish hoods",,18 - 24 inches,,,,24 - 48 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,"Provide light, Self fertile, Stratify seeds: Needs 1 month cold moist treatment., Suitable for wintersowing, Can handle transplanting","Leaves are poisonous, Roots are poisonous, Other: Bitter tasting","Under 1"""
mints,Spearmint (Mentha spicata),https://garden.org/plants/view/86792/Spearmint-Mentha-spicata/,Suitable in 3 gallon or larger,"Late spring or early summer, Summer, Late summer or early fall","Showy, Fragrant","Unusual foliage color, Fragrant",,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Groundcover, Culinary Herb, Medicinal Herb, Dried Flower, Will Naturalize, Suitable as Annual","Bees, Butterflies","Pink, White",,40 inches (and it will spread farther if it has room),,,,24-36 inches,,,"Division, Stolons and runners","Provide light, Suitable for wintersowing, Sow in situ, Start indoors, Other info: Some mints can be propagated by seed. Growth from seed can be unreliable for two reasons: mint seeds are highly variable and some varieties are sterile.",,"1""-2"""
mints,Mints (Mentha),https://garden.org/plants/view/242686/Mints-Mentha/,Suitable in 3 gallon or larger,,"Showy, Fragrant","Unusual foliage color, Fragrant",,,Herb/Forb,,,,Full Sun to Partial Shade,"Groundcover, Culinary Herb, Medicinal Herb, Dried Flower, Will Naturalize, Suitable as Annual","Bees, Butterflies",,,,,,,,,,"Division, Stolons and runners",Other info: Some mints can be propagated by seed. Growth from seed can be unreliable for two reasons: mint seeds are highly variable and some varieties are sterile.,,
mints,Chocolate Mint (Mentha x piperita 'Chocolate'),https://garden.org/plants/view/77798/Chocolate-Mint-Mentha-x-piperita-Chocolate/,"Suitable in 1 gallon, Suitable in 3 gallon or larger",,"Showy, Fragrant","Unusual foliage color, Fragrant",,,Herb/Forb,,,,Full Sun to Partial Shade,"Groundcover, Culinary Herb, Medicinal Herb, Dried Flower, Will Naturalize, Suitable as Annual","Bees, Butterflies",,,,,,,,,,"Division, Stolons and runners",Other info: Some mints can be propagated by seed. Growth from seed can be unreliable for two reasons: mint seeds are highly variable and some varieties are sterile.,,
mints,Apple Mint (Mentha suaveolens),https://garden.org/plants/view/77800/Apple-Mint-Mentha-suaveolens/,"Suitable in 1 gallon, Suitable in 3 gallon or larger","Summer, Late summer or early fall","Showy, Fragrant","Unusual foliage color, Fragrant, Other: fuzzy",,,Herb/Forb,Deer Resistant,,,Full Sun to Partial Shade,"Groundcover, Culinary Herb, Medicinal Herb, Dried Flower, Will Naturalize, Suitable as Annual","Bees, Butterflies",Other: very pale pink/purple,,,,,,12-18'',,,"Cuttings: Root, Division, Stolons and runners",Other info: Some mints can be propagated by seed. Growth from seed can be unreliable for two reasons: mint seeds are highly variable and some varieties are sterile.,,
mockoranges,Mock Orange (Philadelphus 'Innocence'),https://garden.org/plants/view/78246/Mock-Orange-Philadelphus-Innocence/,,"Late spring or early summer, Summer","Showy, Fragrant, Blooms on old wood","Deciduous, Variegated",Perennial,,Shrub,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,"Full Sun to Partial Shade, Partial or Dappled Shade",,"Bees, Other Beneficial Insects",White,,4 - 6 feet,RHS AGM,,,4 - 8 feet,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),Other: Softwood or hardwood cuttings,,,"1""-2"""
mockoranges,Lemoine's Mock Orange (Philadelphus 'Belle Etoile'),https://garden.org/plants/view/78245/Lemoines-Mock-Orange-Philadelphus-Belle-Etoile/,,Late spring or early summer,"Showy, Fragrant",Deciduous,Perennial,,Shrub,,,,Full Sun to Partial Shade,Windbreak or Hedge,,White,,3-4 feet,Other: UC Davis Arboretum All Star,,,5-6 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,"1""-2"""
mockoranges,Mock Orange (Philadelphus 'Snow Dwarf'),https://garden.org/plants/view/78249/Mock-Orange-Philadelphus-Snow-Dwarf/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Late spring or early summer, Other: Flowers appear on prior year’s growth, so prune as needed after flowering","Showy, Fragrant",Deciduous,Perennial,,Shrub,,,,Full Sun to Partial Shade,,,White,,2-3 feet,,,,2-3 feet,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,
mockoranges,Coulter's Mock Orange (Philadelphus coulteri),https://garden.org/plants/view/135021/Coulters-Mock-Orange-Philadelphus-coulteri/,,Summer,Showy,Deciduous,Perennial,,"Shrub, Tree",,Neutral (6.6 – 7.3),Espalier,"Full Sun, Full Sun to Partial Shade",,,"White, Other: White, maturing to cream",,6.5-10 feet (2-3 m),,,,10-14 feet (3-4 m),,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),Cuttings: Stem,,,"1""-2"""
mockoranges,Lewis' Mockorange (Philadelphus lewisii),https://garden.org/plants/view/84020/Lewis-Mockorange-Philadelphus-lewisii/,Not suitable for containers,Late spring or early summer,"Showy, Fragrant","Deciduous, Other: opposite, simple, oblong, and 1 to 3 inches long with smooth to sparsely toothed margins.",Perennial,Tolerates poor soil,Shrub,"Deer Resistant, Fire Resistant, Tolerates dry shade, Drought tolerant","Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",Xeriscapic,"Full Sun, Full Sun to Partial Shade","Windbreak or Hedge, Erosion control","Bees, Birds, Butterflies",White,,3 to 9 feet,Other: state flower of Idaho; species named in honor of Meriwether Lewis who first described it during the Lewis and Clark Expedition of 1804-1806.,,,4 to 12 feet,"Edible to birds, Other: small, brown, 4-celled capsule.",Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Cuttings: Stem, Cuttings: Root, Layering, Other: softwood summer cuttings under mist and winter hardwood cuttings.","Provide light, Stratify seeds: 28 to 70 days moist cold stratification., Suitable for wintersowing, Other info: approximately 5.3 million seeds per pound; sow on soil surface in spring; keep moist and around 59 deg.F after stratifying 4 to 10 weeks.",,"1""-2"""
morning-glories,Morning Glory (Ipomoea tricolor 'Clarke's Heavenly Blue'),https://garden.org/plants/view/678130/Morning-Glory-Ipomoea-tricolor-Clarkes-Heavenly-Blue/,Needs excellent drainage in pots,"Summer, Late summer or early fall, Fall, Late fall or early winter",Showy,,Annual,,"Herb/Forb, Vine",Humidity tolerant,Neutral (6.6 – 7.3),Espalier,"Full Sun, Full Sun to Partial Shade",Groundcover,,Blue,,,,,,"6 to 12 feet, possibly 15 feet",,,,"Scarify seeds: Soak in warm water for 24 hours before sowing., Days to germinate: 7 to 14 days, Depth to plant seed: 1/4 to 1/2 inch, Start indoors, Can handle transplanting",Other: Seeds are toxic,"3""-4"""
morning-glories,Bumpy Convolvulaceae (Ipomoea tuberculata),https://garden.org/plants/view/150851/Bumpy-Convolvulaceae-Ipomoea-tuberculata/,Suitable in 3 gallon or larger,Late summer or early fall,Showy,Deciduous,Annual,,Vine,,Neutral (6.6 – 7.3),Houseplant,Full Sun,Suitable as Annual,"Bees, Butterflies",Yellow,,,,,,,,,,Can handle transplanting,,"1""-2"""
morning-glories,Morning Glory (Ipomoea nil 'Kikyo Snowflakes'),https://garden.org/plants/view/771890/Morning-Glory-Ipomoea-nil-Kikyo-Snowflakes/,"Suitable for hanging baskets, Needs excellent drainage in pots","Late spring or early summer, Summer, Late summer or early fall",Showy,,Annual,,Vine,Humidity tolerant,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,Full Sun to Partial Shade,,,"Bi-Color: Blue and White, Other: Star shaped, may be solid blue to blue with narrow to wide, white edges.",,,,,,8 - 12 feet,,,,,,"2""-3"""
morning-glories,Japanese Morning Glory (Ipomoea nil 'Seiryu'),https://garden.org/plants/view/124858/Japanese-Morning-Glory-Ipomoea-nil-Seiryu/,,"Late spring or early summer, Summer, Late summer or early fall","Showy, Fragrant",Variegated,Annual,,"Herb/Forb, Vine",Humidity tolerant,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",Espalier,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade",Will Naturalize,"Bees, Birds, Butterflies","Blue, Other: Medium royal-blue with sky-blue streaks",,,,,,Climbs 6 to 16 feet,,,,"Scarify seeds: Nick outer seed coat, or soak in warm water for approximately 12 hours before sowing., Depth to plant seed: Shallowly sow, covering with thin layer of soil., Sow in situ",,"3""-4"""
morning-glories,Beach Morning Glory (Ipomoea pes-caprae),https://garden.org/plants/view/82643/Beach-Morning-Glory-Ipomoea-pes-caprae/,Not suitable for containers,"Summer, Late summer or early fall, Fall, Late fall or early winter",Showy,Evergreen,Perennial,,Vine,"Humidity tolerant, Salt tolerant",,Xeriscapic,Full Sun,"Erosion control, Groundcover","Bees, Butterflies","Lavender, Pink",,to 100 feet,,,,2 to 3 inches,,Zone 8b -9.4 °C (15 °F) to -6.7 °C (20 °F),Cuttings: Stem,,,"2""-3"""
morning-glories,Japanese Morning Glory (Ipomoea nil),https://garden.org/plants/view/111403/Japanese-Morning-Glory-Ipomoea-nil/,,"Summer, Late summer or early fall, Fall",Showy,,Annual,,Vine,Humidity tolerant,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",Espalier,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade",Will Naturalize,Bees,"Blue, Pink, Other: Various shades of blue, pink or rose; often with white edges, stripes or blends of colors",,,,,,climb to 10 feet or more,,,,"Scarify seeds: Nick seeds or soak for 12 hours in warm water before sowing., Sow in situ, Start indoors",,"1""-2"", 3""-4"""
morning-glories,Morning Glory (Ipomoea hederifolia 'Aurantia'),https://garden.org/plants/view/181312/Morning-Glory-Ipomoea-hederifolia-Aurantia/,Suitable in 3 gallon or larger,"Summer, Late summer or early fall",Showy,,Annual,,Vine,,,,Full Sun to Partial Shade,,"Butterflies, Hummingbirds",Orange,,,,,,8-10 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,Provide light,,
morning-glories,Moonflower (Ipomoea alba),https://garden.org/plants/view/77223/Moonflower-Ipomoea-alba/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall","Showy, Fragrant, Nocturnal, Other: Blooms open in the evening and last until mid morning of the next day.",Deciduous,Perennial,Goes Dormant,Vine,Humidity tolerant,,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade",Suitable as Annual,Butterflies,White,,6-12 feet,,,,"6-12 feet, twining climber.",,Zone 7a -17.8 °C (0 °F) to -15 °C (5 °F),,"Scarify seeds: chip, click, or soak, Needs specific temperature: 70 to 85°, Days to germinate: 7 to 30, Depth to plant seed: 1/2 inch, or just lightly cover with soil., Sow in situ",,"3""-4"""
morning-glories,Morning Glory (Ipomoea purpurea 'Feringa'),https://garden.org/plants/view/678612/Morning-Glory-Ipomoea-purpurea-Feringa/,,,,,,,,,,,,,,,,,,,,,,,,,,
morning-glories,Morning Glory (Ipomoea 'Split Second'),https://garden.org/plants/view/550778/Morning-Glory-Ipomoea-Split-Second/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Suitable for hanging baskets, Needs excellent drainage in pots","Late spring or early summer, Summer, Late summer or early fall",Showy,,Annual,Tolerates poor soil,"Herb/Forb, Vine","Humidity tolerant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,"Full Sun, Full Sun to Partial Shade",Suitable as Annual,"Bees, Butterflies","Pink, Bi-Color: pink/white, Other: Tassled, peony like blooms are varied shades of pink, from pale shell-pink to rose-pink.",,,,,,6 to 8 feet,,,,"Needs specific temperature: 65ºF - 80ºF, Days to germinate: 1 to 2 weeks., Depth to plant seed: Plant seeds 1/4 to 1/2 inch deep; lightly covering with soil.",,"2""-3"", 3""-4"""
ninebarks,Eastern Ninebark (Physocarpus opulifolius 'Luteus'),https://garden.org/plants/view/158259/Eastern-Ninebark-Physocarpus-opulifolius-Luteus/,,Late spring or early summer,"Showy, Blooms on old wood","Unusual foliage color, Deciduous",Perennial,,Shrub,,,,"Full Sun to Partial Shade, Partial or Dappled Shade","Windbreak or Hedge, Flowering Tree",Bees,White,,6 to 8 feet (2m - 2.5 m),,,,6 to 8 feet (2m - 2.5 m),Showy,,Cuttings: Stem,,,"Under 1"""
ninebarks,Eastern Ninebark (Physocarpus opulifolius Diabolo®),https://garden.org/plants/view/78313/Eastern-Ninebark-Physocarpus-opulifolius-Diabolo/,,Late spring or early summer,"Showy, Blooms on old wood","Good fall color, Unusual foliage color, Deciduous, Broadleaf",Perennial,"Patent/Plant Breeders' Rights: USPP 11,211 (Expired), Goes Dormant",Shrub,,,Xeriscapic,Full Sun to Partial Shade,"Windbreak or Hedge, Provides winter interest, Erosion control","Bees, Birds, Butterflies","Pink, White",,4 to 8 feet (1.2-2.4m),,,15 child plants,4 to 8 feet (1.2-2.4m),"Showy, Edible to birds",Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Stem,,"Leaves are poisonous, Roots are poisonous, Fruit is poisonous","Under 1"""
ninebarks,Eastern Ninebark (Physocarpus opulifolius Coppertina™),https://garden.org/plants/view/78314/Eastern-Ninebark-Physocarpus-opulifolius-Coppertina/,,Late spring or early summer,"Showy, Blooms on old wood","Unusual foliage color, Deciduous",Perennial,"Patent/Plant Breeders' Rights: PP16,371",Shrub,"Pollution, Drought tolerant",,,Full Sun to Partial Shade,"Windbreak or Hedge, Provides winter interest, Erosion control","Bees, Birds, Butterflies","Pink, White",,6 to 8 feet (1.8-2.4m),Other: 2011 Great Plant Picks award winner,Dart's Gold x Monlo,one child plant,6 to 8 feet (1.8-2.4m),,,,,,"1""-2"""
ninebarks,Eastern Ninebark (Physocarpus opulifolius 'Dart's Gold'),https://garden.org/plants/view/78312/Eastern-Ninebark-Physocarpus-opulifolius-Darts-Gold/,,Late spring or early summer,"Showy, Blooms on old wood","Good fall color, Unusual foliage color, Deciduous",Perennial,,Shrub,,,,Full Sun to Partial Shade,"Windbreak or Hedge, Provides winter interest, Erosion control",,White,,4 to 5 feet (1.2-1.5m),,,7 child plants,4 to 5 feet (1.2-1.5m),Showy,,,,,
ninebarks,Eastern Ninebark (Physocarpus opulifolius 'Center Glow'),https://garden.org/plants/view/78311/Eastern-Ninebark-Physocarpus-opulifolius-Center-Glow/,,Late spring or early summer,"Showy, Blooms on old wood","Unusual foliage color, Deciduous",Perennial,"Patent/Plant Breeders' Rights: USPP 16,894, Goes Dormant",Shrub,Drought tolerant,,,Full Sun to Partial Shade,"Windbreak or Hedge, Provides winter interest, Erosion control",,"Pink, White",,6 to 8 feet (1.8-2.4m),Other: 2011 Great Plant Picks award winner,Monlo x Dart's Gold,2 child plants,6 to 8 feet (1.8-2.4m),,,,,,
okra,Okra (Abelmoschus esculentus 'Red Burgundy'),https://garden.org/plants/view/115886/Okra-Abelmoschus-esculentus-Red-Burgundy/,,Summer,,,Annual,Monoecious,Herb/Forb,,,,Full Sun,Vegetable,,,,,,,,,,,,,,
okra,Okra (Abelmoschus esculentus 'Clemson Spineless'),https://garden.org/plants/view/115900/Okra-Abelmoschus-esculentus-Clemson-Spineless/,,Summer,,,Annual,Monoecious,Herb/Forb,,,,Full Sun,Vegetable,,,,,AAS (All-America Selection®): 1939,,,,,,,,,
okra,Okra (Abelmoschus esculentus 'Jing Orange'),https://garden.org/plants/view/160846/Okra-Abelmoschus-esculentus-Jing-Orange/,,Summer,,,Annual,Monoecious,Herb/Forb,,,,Full Sun,Vegetable,,,,,,,,,,,,,,
okra,Okra (Abelmoschus esculentus 'Jambalaya'),https://garden.org/plants/view/587732/Okra-Abelmoschus-esculentus-Jambalaya/,,Summer,,,Annual,Monoecious,Herb/Forb,,,,Full Sun,Vegetable,,,,,,,,,,,,,,
okra,Okra (Abelmoschus esculentus),https://garden.org/plants/view/87161/Okra-Abelmoschus-esculentus/,,Summer,,,Annual,Monoecious,Herb/Forb,,,,Full Sun,Vegetable,,,,,,,,,,,,,,
okra,Okra (Abelmoschus esculentus 'Burmese'),https://garden.org/plants/view/156958/Okra-Abelmoschus-esculentus-Burmese/,,Summer,,,Annual,Monoecious,Herb/Forb,,,,Full Sun,Vegetable,,,,,,,,,,,,,,
